cache_key,latitude,longitude,talalat
Budapest X|010|Budapest|1104|Mádi u. 173. (Zrínyi Miklós Gimnázium),47.4750029,19.161055,"structured: {'street': 'Mádi utca 173', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1104'}"
Budapest X|010|Budapest|1108|Újhegyi sétány 1-3. (Ált. Isk.),47.4671849,19.1586217,"structured: {'street': 'Újhegyi sétány 1-3', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1108'}"
Budapest X|010|Budapest|1103|Harmat u. 196-198. (Ált. Isk.),47.4701212,19.1659536,"structured: {'street': 'Harmat utca 196-198', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1103'}"
Budapest X|010|Budapest|1108|Harmat u. 196-198. (Ált. Isk.),47.4701212,19.1659536,"structured: {'street': 'Harmat utca 196-198', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1108'}"
Budapest X|010|Budapest|1104|Harmat u. 196-198. (Ált. Isk.),47.4701212,19.1659536,"structured: {'street': 'Harmat utca 196-198', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1104'}"
Budapest X|010|Budapest|1108|Mádi u. 173. (Zrínyi Miklós Gimnázium),47.4750029,19.161055,"structured: {'street': 'Mádi utca 173', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1108'}"
Budapest X|010|Budapest|1106|Jászberényi út 89. (Ált. Isk.),47.4856632,19.2038699,"structured: {'street': 'Jászberényi út 89', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1106'}"
Budapest XI|011|Budapest|1118|Bartók Béla út 27. (Gárdonyi Géza Ált. Isk.),47.4800535,19.0506117,"structured: {'street': 'Bartók Béla út 27', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1118'}"
Budapest XI|011|Budapest|1118|Bocskai út 47-49. (Bocskai István Ált. Isk.),47.4771772,19.0350196,"structured: {'street': 'Bocskai út 47-49', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1118'}"
Budapest XI|011|Budapest|1114|Bartók Béla út 27. (Gárdonyi Géza Ált. Isk.),47.4800535,19.0506117,"structured: {'street': 'Bartók Béla út 27', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1114'}"
Budapest XI|011|Budapest|1111|Bartók Béla út 32. (B32 Galéria),47.4794041,19.0517227,"structured: {'street': 'Bartók Béla út 32', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1111'}"
Budapest XI|011|Budapest|1111|Bartók Béla út 27. (Gárdonyi Géza Ált. Isk.),47.4800535,19.0506117,"structured: {'street': 'Bartók Béla út 27', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1111'}"
Budapest XI|011|Budapest|1111|Egry József utca 3-11. (Széchenyi István Gimn.),47.4765759,19.0554325,"structured: {'street': 'Egry József utca 3-11', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1111'}"
Budapest XI|011|Budapest|1117|Egry József utca 3-11. (Széchenyi István Gimn.),47.4763314,19.0549101,"structured: {'street': 'Egry József utca 3-11', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1117'}"
Budapest XI|011|Budapest|1117|Baranyai utca 16-18. (Bárdos Lajos Ált. Isk.),47.4727158,19.0495144,"structured: {'street': 'Baranyai utca 16-18', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1117'}"
Budapest XI|011|Budapest|1117|Váli utca 1. (József Attila Gimn.),47.4760501,19.0478863,"structured: {'street': 'Váli utca 1', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1117'}"
Budapest XI|011|Budapest|1114|Váli utca 1. (József Attila Gimn.),47.4760501,19.0478863,"structured: {'street': 'Váli utca 1', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1114'}"
Budapest XI|011|Budapest|1114|Baranyai utca 16-18. (Bárdos Lajos Ált. Isk.),47.4727158,19.0495144,"structured: {'street': 'Baranyai utca 16-18', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1114'}"
Budapest XI|011|Budapest|1115|Baranyai utca 16-18. (Bárdos Lajos Ált. Isk.),47.4727158,19.0495144,"structured: {'street': 'Baranyai utca 16-18', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1115'}"
Budapest XI|011|Budapest|1114|Bocskai út 47-49. (Bocskai István Ált. Isk.),47.4768495,19.0351968,"structured: {'street': 'Bocskai út 47-49', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1114'}"
Budapest XI|011|Budapest|1113|Bocskai út 47-49. (Bocskai István Ált. Isk.),47.4773063,19.0350044,"structured: {'street': 'Bocskai út 47-49', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1113'}"
Budapest XI|011|Budapest|1118|Köbölkút utca 27-29. (Ádám Jenő Ált. Isk.),47.4818833,19.0357459,"structured: {'street': 'Köbölkút utca 27-29', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1118'}"
Budapest XI|011|Budapest|1118|Zólyomi út 20-22. (Tesz-Vesz Óvoda),47.4799101,19.0244664,"structured: {'street': 'Zólyomi út 20-22', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1118'}"
Budapest XI|011|Budapest|1113|Aga utca 10. (Szent Gellért Óvoda),47.4764765,19.0280773,"structured: {'street': 'Aga utca 10', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1113'}"
Budapest XI|011|Budapest|1112|Zólyomi út 20-22. (Tesz-Vesz Óvoda),47.4799101,19.0244664,"structured: {'street': 'Zólyomi út 20-22', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1112'}"
Budapest XI|011|Budapest|1118|Dayka Gábor utca 4/B (Sasadi Óvoda),47.4725489,19.0178335,"structured: {'street': 'Dayka Gábor utca 4/B', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1118'}"
Budapest XI|011|Budapest|1113|Aga utca 10. (Carl Rogers Ált. Isk.),47.4764765,19.0280773,"structured: {'street': 'Aga utca 10', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1113'}"
Budapest XI|011|Budapest|1117|Sopron út 50. (Domokos Pál Páter Ált. Isk.),47.4635649,19.0450492,"structured: {'street': 'Sopron út 50', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1117'}"
Budapest XI|011|Budapest|1117|Sopron út 50. (Domokos Pál Péter Ált. Isk.),47.4635649,19.0450492,"structured: {'street': 'Sopron út 50', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1117'}"
Budapest XI|011|Budapest|1119|Mérnök utca 39. (SZÁMALK),47.4647663,19.036921,"structured: {'street': 'Mérnök utca 39', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1119'}"
Budapest XI|011|Budapest|1119|Sopron út 50. (Domokos Pál Péter Ált. Isk.),47.4635649,19.0450492,"structured: {'street': 'Sopron út 50', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1119'}"
Budapest XI|011|Budapest|1115|Bartók Béla út 141. (Bethlen Gábor Ált. Isk.),47.4692721,19.0243987,"structured: {'street': 'Bartók Béla út 141', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1115'}"
Budapest XI|011|Budapest|1115|Mérnök utca 39. (SZÁMALK),47.4647663,19.036921,"structured: {'street': 'Mérnök utca 39', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1115'}"
Budapest XI|011|Budapest|1115|Keveháza utca 2. (Montessori Ált. Isk.),47.4675311,19.0273202,"structured: {'street': 'Keveháza utca 2', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1115'}"
Budapest XI|011|Budapest|1119|Bikszádi utca 61-63. (Teleki Blanka Ált. Isk.),47.4619041,19.0289834,"structured: {'street': 'Bikszádi utca 61-63', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1119'}"
Budapest XI|011|Budapest|1115|Bikszádi utca 61-63. (Teleki Blanka Ált. Isk.),47.4619041,19.0289834,"structured: {'street': 'Bikszádi utca 61-63', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1115'}"
Budapest XI|011|Budapest|1119|Bikszádi utca 11-15. (Grosics Gyula Ált. Isk.),47.4611208,19.0388027,"structured: {'street': 'Bikszádi utca 11-15', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1119'}"
Budapest XI|011|Budapest|1119|Fogócska utca 4. (Montágh Ált. Isk.),47.4546345,19.0349731,"structured: {'street': 'Fogócska utca 4', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1119'}"
Budapest XI|011|Budapest|1116|Kiskőrös utca 1. (Petőfi Sándor Ált. Isk.),47.4503682,19.0349691,"structured: {'street': 'Kiskőrös utca 1', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1116'}"
Budapest XI|011|Budapest|1116|Bükköny utca 9. (Albertfalvai Óvoda),47.4450565,19.034785,"structured: {'street': 'Bükköny utca 9', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1116'}"
Budapest XI|011|Budapest|1116|Gyékényes utca 45-47. (Albertfalvi Közház.),47.4442712,19.0401826,"structured: {'street': 'Gyékényes utca 45-47', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1116'}"
Budapest XI|011|Budapest|1116|Kecskeméti József utca 14. (Kelenvölgyi Ált. Isk.),47.4488679,19.0207877,"structured: {'street': 'Kecskeméti József utca 14', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1116'}"
Budapest XI|011|Budapest|1112|Kecskeméti József utca 14. (Kelenvölgyi Ált. Isk.),47.4488679,19.0207877,"structured: {'street': 'Kecskeméti József utca 14', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1112'}"
Budapest XI|011|Budapest|1112|Kamaraerdei út 16. (Szoc. Otthon),47.4375634,18.9796069,"structured: {'street': 'Kamaraerdei út 16', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1112'}"
Budapest XI|011|Budapest|1112|Menyecske utca 2. (Őrmezei Ált. Isk.),47.4625244,19.0139278,"structured: {'street': 'Menyecske utca 2', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1112'}"
Budapest XI|011|Budapest|1112|Menyecske utca 2. (őrmezei Ált. Isk.),47.4625244,19.0139278,"structured: {'street': 'Menyecske utca 2', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1112'}"
Budapest XI|011|Budapest|1118|Menyecske utca 2. (Őrmezei Ált. Isk.),47.4636825,19.0144766,"structured: {'street': 'Menyecske utca 2', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1118'}"
Budapest XI|011|Budapest|1118|Beregszász út 10. (Öveges Szakgimn. és SZKI),47.4699546,19.0068605,"structured: {'street': 'Beregszász út 10', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1118'}"
Budapest XI|011|Budapest|1112|Beregszász út 10. (Öveges Szakgimn. és SZKI),47.4699546,19.0068605,"structured: {'street': 'Beregszász út 10', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1112'}"
Budapest XI|011|Budapest|1112|Érdi út 2. (Farkasréti Ált. Isk.),47.480496,19.0039733,"structured: {'street': 'Érdi út 2', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1112'}"
Budapest XI|011|Budapest|1112|Csiki-hegyek utca 13-15. (Csikihegyek Ált. Isk.),47.4721307,18.9973459,"structured: {'street': 'Csiki-hegyek utca 13-15', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1112'}"
Budapest XI|011|Budapest|1118|Csiki-hegyek utca 13-15. (Csikihegyek Ált. Isk.),47.4721307,18.9973459,"structured: {'street': 'Csiki-hegyek utca 13-15', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1118'}"
Budapest XI|011|Budapest|1118|Törökugrató utca 15. (Törökugrató Ált. Isk.),47.4696786,19.0012205,"structured: {'street': 'Törökugrató utca 15', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1118'}"
Budapest XI|011|Budapest|1112|Törökugrató utca 15. (Törökugrató Ált. Isk.),47.4696786,19.0012205,"structured: {'street': 'Törökugrató utca 15', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1112'}"
Budapest XII|012|Budapest|1123|Csaba u. 16/c ( Pannonia Sacra Kat. Ált. Iskola),47.5045843,19.0200855,"structured: {'street': 'Csaba utca 16/c', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1123'}"
Budapest XII|012|Budapest|1123|Ráth György u. 18-20. (Krisztinavárosi Bölcsőde),47.4996967,19.0204205,"structured: {'street': 'Ráth György utca 18-20', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1123'}"
Budapest XII|012|Budapest|1123|Orbánhegyi út 3/a (Orbánhegyi Óvoda),47.4969978,19.0174259,"structured: {'street': 'Orbánhegyi út 3/a', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1123'}"
Budapest XII|012|Budapest|1122|Városmajor u. 59. (VMG és Kós Károly Ált. Iskola),47.5070703,19.0147743,"structured: {'street': 'Városmajor utca 59', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1122'}"
Budapest XII|012|Budapest|1122|Csaba u. 16/c (Pannonia Sacra Kat. Ált. Iskola),47.5045924,19.0204524,"structured: {'street': 'Csaba utca 16/c', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1122'}"
Budapest XII|012|Budapest|1123|Beethoven u. 3.(volt ELTE Gyak. Isk. Tornaterme),47.4933293,19.0194713,"structured: {'street': 'Beethoven utca 3', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1123'}"
Budapest XII|012|Budapest|1123|Beethoven u.3.(volt ELTE Gyak. Isk. Tornaterme),47.4933293,19.0194713,"structured: {'street': 'Beethoven utca 3', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1123'}"
Budapest XII|012|Budapest|1126|Orbánhegyi út 3/a (Orbánhegyi Óvoda),47.4969979,19.0174259,"structured: {'street': 'Orbánhegyi út 3/a', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1126'}"
Budapest XII|012|Budapest|1121|Városmajor u. 59. (VMG és Kós Károly Ált. Iskola),47.5070703,19.0147743,"structured: {'street': 'Városmajor utca 59', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1121'}"
Budapest XII|012|Budapest|1125|Diana u. 4. (Jókai Mór Általános Iskola),47.4999945,18.9914367,"structured: {'street': 'Diana utca 4', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1125'}"
Budapest XII|012|Budapest|1126|Diana u. 35-37/a (Gyakorló Iskola),47.4993837,19.0039508,"structured: {'street': 'Diana utca 35-37/a', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1126'}"
Budapest XII|012|Budapest|1122|Diana u. 35-37/a (Gyakorló Iskola),47.4998321,19.006094,"structured: {'street': 'Diana utca 35-37/a', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1122'}"
Budapest XII|012|Budapest|1122|Orbánhegyi út 7. (Fekete István Ált. Iskola),47.4967159,19.016348,"structured: {'street': 'Orbánhegyi út 7', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1122'}"
Budapest XII|012|Budapest|1123|Beethoven u.3.(volt ELTE Gyak. Isk.Tornaterme),47.4933293,19.0194713,"structured: {'street': 'Beethoven utca 3', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1123'}"
Budapest XII|012|Budapest|1126|Beethoven u. 3. (ELTE Gyakorló Iskola),47.4933293,19.0194713,"structured: {'street': 'Beethoven utca 3', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1126'}"
Budapest XII|012|Budapest|1121|Mártonhegyi út 34. (Tamási Áron Iskola),47.4924384,19.0041851,"structured: {'street': 'Mártonhegyi út 34', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1121'}"
Budapest XII|012|Budapest|1126|Mártonhegyi út 34. (Tamási Áron Iskola),47.4924384,19.0041851,"structured: {'street': 'Mártonhegyi út 34', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1126'}"
Budapest XII|012|Budapest|1124|Németvölgyi út 46.(Németvölgyi Általános Iskola),47.4941598,19.0140926,"structured: {'street': 'Németvölgyi út 46', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1124'}"
Budapest XII|012|Budapest|1126|Orbánhegyi út 7. (Fekete István Ált. Iskola),47.4967159,19.016348,"structured: {'street': 'Orbánhegyi út 7', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1126'}"
Budapest XII|012|Budapest|1126|Németvölgyi út 46. (Mackós Óvoda),47.4941598,19.0140926,"structured: {'street': 'Németvölgyi út 46', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1126'}"
Budapest XII|012|Budapest|1124|Lejtő út 41. (Táltos Óvoda),47.4857742,19.0103173,"structured: {'street': 'Lejtő út 41', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1124'}"
Budapest XII|012|Budapest|1124|Mártonhegyi út 34. (Tamási Áron Iskola),47.4924384,19.0041851,"structured: {'street': 'Mártonhegyi út 34', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1124'}"
Budapest XII|012|Budapest|1126|Beethoven u.3. (volt ELTE Gyak. Isk. Tornaterme),47.4933293,19.0194713,"structured: {'street': 'Beethoven utca 3', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1126'}"
Budapest XII|012|Budapest|1123|Alkotás u. 45. (Budai Rajziskola),47.4925976,19.0237003,"structured: {'street': 'Alkotás utca 45', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1123'}"
Budapest XII|012|Budapest|1126|Alkotás u. 45. (Budai Rajziskola),47.4925976,19.0237003,"structured: {'street': 'Alkotás utca 45', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1126'}"
Budapest XII|012|Budapest|1124|Rácz Aladár út 5. (Háziorvosi Rendelő),47.482956,18.9965564,"structured: {'street': 'Rácz Aladár út 5', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1124'}"
Budapest XII|012|Budapest|1121|Rácz Aladár út 5. (Háziorvosi Rendelő),47.482956,18.9965564,"structured: {'street': 'Rácz Aladár út 5', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1121'}"
Budapest XII|012|Budapest|1125|Szarvas Gábor út 8/c (Családsegítő Központ),47.5126256,18.9946703,"structured: {'street': 'Szarvas Gábor út 8/c', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1125'}"
Budapest XII|012|Budapest|1125|Virányos út 48. (Virányos Általános Iskola),47.5154895,18.9911316,"structured: {'street': 'Virányos út 48', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1125'}"
Budapest XII|012|Budapest|1121|Alsó Svábhegyi út 2. (Hegyvidéki Mesevár Óvoda),47.5111371,19.0019326,"structured: {'street': 'Alsó Svábhegyi út 2', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1121'}"
Budapest XII|012|Budapest|1125|Alsó Svábhegyi út 2. (Hegyvidéki Mesevár Óvoda),47.5111371,19.0019326,"structured: {'street': 'Alsó Svábhegyi út 2', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1125'}"
Budapest XII|012|Budapest|1121|Hollós út 5. (Jókai Klub),47.4989769,18.9892873,"structured: {'street': 'Hollós út 5', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1121'}"
Budapest XII|012|Budapest|1121|Diana u. 4. (Jókai Mór Általános Iskola),47.4999945,18.9914367,"structured: {'street': 'Diana utca 4', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1121'}"
Budapest XII|012|Budapest|1125|Városmajor u. 59. (VMG és Kós Károly Ált. Iskola),47.5070703,19.0147743,"structured: {'street': 'Városmajor utca 59', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1125'}"
Budapest XII|012|Budapest|1121|Virányos út 48.(Virányos Általános Iskola),47.5154895,18.9911316,"structured: {'street': 'Virányos út 48', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1121'}"
Budapest XII|012|Budapest|1121|Béla király út 59-61.(Zugligeti Általános Iskola),47.5091001,18.9802654,"structured: {'street': 'Béla király út 59-61', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1121'}"
Budapest XII|012|Budapest|1121|Virányos út 48. (Virányos Általános Iskola),47.5154895,18.9911316,"structured: {'street': 'Virányos út 48', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1121'}"
Budapest XIII|013|Budapest|1137|Tátra utca 11. (Háziorvosi Rendelő),47.5144069,19.0513136,"structured: {'street': 'Tátra utca 11', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1137'}"
Budapest XIII|013|Budapest|1136|Radnóti Miklós utca 35. (Herman O. Ált.Isk.),47.5162258,19.0513743,"structured: {'street': 'Radnóti Miklós utca 35', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1136'}"
Budapest XIII|013|Budapest|1136|Tátra utca 11. (Háziorvosi Rendelő),47.5144069,19.0513136,"structured: {'street': 'Tátra utca 11', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1136'}"
Budapest XIII|013|Budapest|1137|Radnóti Miklós utca 8-10. (Gárdonyi G. Ált.Isk.),47.5141308,19.0560664,"structured: {'street': 'Radnóti Miklós utca 8-10', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1137'}"
Budapest XIII|013|Budapest|1136|Radnóti Miklós utca 8-10. (Gárdonyi G. Ált.Isk.),47.5141308,19.0560664,"structured: {'street': 'Radnóti Miklós utca 8-10', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1136'}"
Budapest XIII|013|Budapest|1136|Hegedűs Gyula utca 43. (Mozgássérültek Bud.Egy.),47.5171374,19.0560097,"structured: {'street': 'Hegedűs Gyula utca 43', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1136'}"
Budapest XIII|013|Budapest|1136|Visegrádi utca 47/C (Szakorvosi rendelő),47.5183926,19.05837,"structured: {'street': 'Visegrádi utca 47/C', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1136'}"
Budapest XIII|013|Budapest|1132|Visegrádi utca 47/C (Szakorvosi rendelő),47.5183926,19.05837,"structured: {'street': 'Visegrádi utca 47/C', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1132'}"
Budapest XIII|013|Budapest|1133|Thurzó utca 6-8. (Napsugár Tagóvoda),47.5196137,19.0546952,"structured: {'street': 'Thurzó utca 6-8', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1133'}"
Budapest XIII|013|Budapest|1136|Thurzó utca 6-8. (Napsugár Tagóvoda),47.5196137,19.0546952,"structured: {'street': 'Thurzó utca 6-8', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1136'}"
Budapest XIII|013|Budapest|1132|Gogol utca 32. (Hétszín Tagóvoda),47.520569,19.0602344,"structured: {'street': 'Gogol utca 32', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1132'}"
Budapest XIII|013|Budapest|1133|Gogol utca 32. (Hétszín Tagóvoda),47.520569,19.0602344,"structured: {'street': 'Gogol utca 32', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1133'}"
Budapest XIII|013|Budapest|1133|Tutaj utca 7-11. (Pannónia Ált.Isk.),47.5230232,19.0582058,"structured: {'street': 'Tutaj utca 7-11', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1133'}"
Budapest XIII|013|Budapest|1134|Kassák Lajos utca 17. (Meséskert Tagóvoda),47.5198376,19.0641713,"structured: {'street': 'Kassák Lajos utca 17', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1134'}"
Budapest XIII|013|Budapest|1134|Dózsa György út 136. (Ének-zenei Ált.Isk.),47.5209758,19.0686977,"structured: {'street': 'Dózsa György út 136', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1134'}"
Budapest XIII|013|Budapest|1133|Kárpát utca 49-53. (Berzsenyi Dániel Gimnázium),47.5266531,19.0581742,"structured: {'street': 'Kárpát utca 49-53', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1133'}"
Budapest XIII|013|Budapest|1138|Vizafogó sétány 2. (Vizafogó Általános Iskola),47.5303796,19.0594388,"structured: {'street': 'Vizafogó sétány 2', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1138'}"
Budapest XIII|013|Budapest|1133|Visegrádi utca 96/B (Idősek Klubja),47.5259724,19.061245,"structured: {'street': 'Visegrádi utca 96/B', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1133'}"
Budapest XIII|013|Budapest|1134|Váci út 57. (PRIZMA Általános Iskola),47.5308031,19.0662891,"structured: {'street': 'Váci út 57', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1134'}"
Budapest XIII|013|Budapest|1134|Tüzér utca 56-58. (Prevenciós Központ),47.5261261,19.0714682,"structured: {'street': 'Tüzér utca 56-58', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1134'}"
Budapest XIII|013|Budapest|1134|Kassák Lajos utca 38. (Idősek Klubja),47.5244398,19.0671613,"structured: {'street': 'Kassák Lajos utca 38', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1134'}"
Budapest XIII|013|Budapest|1135|Dózsa György út 136. (Ének-zenei Ált.Isk.),47.5209758,19.0686977,"structured: {'street': 'Dózsa György út 136', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1135'}"
Budapest XIII|013|Budapest|1135|Tüzér utca 56-58. (Prevenciós Központ),47.5261261,19.0714682,"structured: {'street': 'Tüzér utca 56-58', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1135'}"
Budapest XIII|013|Budapest|1135|Szegedi út 17. (Szakorvosi Rendelő),47.5295943,19.0807525,"structured: {'street': 'Szegedi út 17', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1135'}"
Budapest XIII|013|Budapest|1135|Petneházy utca 69-71. (Napraforgó Tagóvoda),47.5315791,19.0847085,"structured: {'street': 'Petneházy utca 69-71', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1135'}"
Budapest XIII|013|Budapest|1135|Csata utca 20. (Csata Utcai Általános Iskola),47.528862,19.077621,"structured: {'street': 'Csata utca 20', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1135'}"
Budapest XIII|013|Budapest|1139|Pap Károly utca 22/C (Idősek Klubja),47.533023,19.0730469,"structured: {'street': 'Pap Károly utca 22/C', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1139'}"
Budapest XIII|013|Budapest|1135|Lomb utca 20. (PRIZMA Óvoda),47.5369552,19.0704609,"structured: {'street': 'Lomb utca 20', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1135'}"
Budapest XIII|013|Budapest|1138|Karikás Frigyes utca 3. (Hunyadi M. Ált.Isk.),47.5359131,19.0667921,"structured: {'street': 'Karikás Frigyes utca 3', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1138'}"
Budapest XIII|013|Budapest|1135|Zsinór utca 14. (Idősek Klubja),47.5363677,19.0857884,"structured: {'street': 'Zsinór utca 14', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1135'}"
Budapest XIII|013|Budapest|1139|Béke utca 7. (Háziorvosi Rendelő),47.5320804,19.081564,"structured: {'street': 'Béke utca 7', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1139'}"
Budapest XIII|013|Budapest|1139|Országbíró u. 10. (Pitypang Tagóvoda),47.5322883,19.0780484,"structured: {'street': 'Országbíró utca 10', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1139'}"
Budapest XIII|013|Budapest|1135|Futár utca 18. (Eötvös József Általános Iskola),47.5393098,19.0889492,"structured: {'street': 'Futár utca 18', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1135'}"
